incident_id,actual_root_cause,predicted_root_cause,top3_root_causes,confidence,top3_hit
SYN-INC-0053,Downstream dependency latency spike,Downstream dependency latency spike,Downstream dependency latency spike | Network or hardware performance degradation | Network or downstream timeout,1.0,1
RAW-INC-1058,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0439,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0583,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1062,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1883,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0600,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2777,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1958,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0602,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2243,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2477,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1672,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
SYN-INC-0111,Pod memory exhaustion,Pod memory exhaustion,Network or downstream timeout | Network or hardware performance degradation | Insufficient HDFS block replicas,1.0,0
RAW-INC-0966,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1950,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1299,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1831,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1394,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2697,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1710,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2234,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2621,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1964,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0257,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2402,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0875,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1721,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1211,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2906,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0694,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1338,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0692,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0528,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1993,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2379,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2357,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0638,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0193,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2770,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2943,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0683,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1764,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1158,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0355,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1476,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2954,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2462,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0371,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0730,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2552,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0179,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0219,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2405,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2013,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1955,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0135,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0247,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2180,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2890,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2100,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2284,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
SYN-INC-0081,Application exception after deployment,Application exception after deployment,Application exception after deployment | Network or hardware performance degradation | Network or downstream timeout,1.0,1
RAW-INC-0171,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2431,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2442,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0773,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1602,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1553,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0140,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2478,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0103,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2109,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1832,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
SYN-INC-0056,Application exception after deployment,Application exception after deployment,Application exception after deployment | Network or hardware performance degradation | Network or downstream timeout,1.0,1
RAW-INC-0052,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0545,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0064,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0215,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0766,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0344,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
SYN-INC-0012,Pod memory exhaustion,Pod memory exhaustion,Network or downstream timeout | Network or hardware performance degradation | Insufficient HDFS block replicas,1.0,0
RAW-INC-2226,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1230,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0053,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0315,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0195,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1457,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0300,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0322,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0241,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0820,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0071,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0045,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2582,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1691,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1129,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
SYN-INC-0006,Downstream dependency latency spike,Downstream dependency latency spike,Downstream dependency latency spike | Network or hardware performance degradation | Network or downstream timeout,1.0,1
RAW-INC-1667,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2204,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0747,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0252,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0799,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2330,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2326,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0347,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2197,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0479,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1256,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0613,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2740,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0290,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0451,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1544,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0464,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0508,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0440,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2751,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0417,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1519,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1240,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1801,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0323,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1689,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0212,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2223,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0077,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2352,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1085,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0611,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0145,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2187,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
SYN-INC-0016,Downstream dependency latency spike,Downstream dependency latency spike,Downstream dependency latency spike | Network or hardware performance degradation | Network or downstream timeout,1.0,1
RAW-INC-1661,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2510,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2269,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1115,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2458,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2535,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0153,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1125,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2377,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0901,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2699,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0001,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2561,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1284,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0271,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0434,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0292,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
SYN-INC-0110,Pod memory exhaustion,Pod memory exhaustion,Network or downstream timeout | Network or hardware performance degradation | Insufficient HDFS block replicas,1.0,0
RAW-INC-1073,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0930,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0033,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1229,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2859,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0015,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0094,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2974,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0369,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0928,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2319,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0150,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-2726,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0258,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0863,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0185,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1937,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-0719,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
RAW-INC-1473,No strong failure pattern detected,No strong failure pattern detected,Insufficient HDFS block replicas | Network or hardware performance degradation | Network or downstream timeout,1.0,0
